lemma,"poscode","surface"
Charlieville,"0","Charlieville"
Charlo,"0","Charlo"
Charlotte Amalie,"0","Charlotte Amalie"
Charlotte,"0","Charlotte"
Charlottesville VA,"0","Charlottesville VA"
Charlottetown,"0","Charlottetown"
Chateauroux,"0","Chateauroux"
Chatham Island,"0","Chatham Island"
Chatham,"0","Chatham"
Chatsworth,"0","Chatsworth"
Chattanooga,"0","Chattanooga"
Cheboksary,"0","Cheboksary"
Chefornak,"0","Chefornak"
Chehalis,"0","Chehalis"
Cheju,"0","Cheju"
Chelyabinsk,"0","Chelyabinsk"
Chenega,"0","Chenega"
Chengdu,"0","Chengdu"
Cheraw,"0","Cheraw"
Cherbourg,"0","Cherbourg"
Cherepovets,"0","Cherepovets"
Cherkassy,"0","Cherkassy"
Chernigov,"0","Chernigov"
Chernovtsk,"0","Chernovtsk"
Cherskiy,"0","Cherskiy"
Chesterfield Inlet,"0","Chesterfield Inlet"
Chetumal,"0","Chetumal"
Chetwynd,"0","Chetwynd"
Chevak,"0","Chevak"
Chevery,"0","Chevery"
Cheyenne,"0","Cheyenne"
Chiang Mai,"0","Chiang Mai"
Chiang Rai,"0","Chiang Rai"
Chiayi,"0","Chiayi"
Chibougamau,"0","Chibougamau"
Chicago,"0","Chicago"
Chicago-Wheeling,"0","Chicago-Wheeling"
Chichen Itza,"0","Chichen Itza"
Chiclayo,"0","Chiclayo"
Chico,"0","Chico"
Chicopee Falls,"0","Chicopee Falls"
Chifeng,"0","Chifeng"
Chihuahua,"0","Chihuahua"
Childress,"0","Childress"
Chile Chico,"0","Chile Chico"
Chilliwack,"0","Chilliwack"
Chimbote,"0","Chimbote"
Chimkent,"0","Chimkent"
Chimoio,"0","Chimoio"
China Lake,"0","China Lake"
Chinchilla,"0","Chinchilla"
Chino,"0","Chino"
Chios,"0","Chios"
Chipata,"0","Chipata"
Chiredzi,"0","Chiredzi"
Chisasibi,"0","Chisasibi"
Chisinau,"0","Chisinau"
Chita,"0","Chita"
Chitose,"0","Chitose"
Chitré,"0","Chitré"
Chitral,"0","Chitral"
Chittagong,"0","Chittagong"
Choibalsan,"0","Choibalsan"
Choiseul Bay,"0","Choiseul Bay"
Chokurdah,"0","Chokurdah"
Cholet,"0","Cholet"
Chongju,"0","Chongju"
Chongqing,"0","Chongqing"
Christchurch,"0","Christchurch"
Christmas Island,"0","Christmas Island"
Chu Lai,"0","Chu Lai"
Chub Cay,"0","Chub Cay"
Chumphon,"0","Chumphon"
Churchill Falls,"0","Churchill Falls"
Churchill,"0","Churchill"
Chuuk,"0","Chuuk"
Cicia,"0","Cicia"
Ciego De Avila,"0","Ciego De Avila"
Cienfuegos,"0","Cienfuegos"
Cilacap,"0","Cilacap"
Cincinnati,"0","Cincinnati"
Circle,"0","Circle"
Cirebon,"0","Cirebon"
Ciudad Bolivar,"0","Ciudad Bolivar"
Ciudad Constitución,"0","Ciudad Constitución"
Ciudad Del Carmen,"0","Ciudad Del Carmen"
Ciudad Juarez,"0","Ciudad Juarez"
Ciudad Obregon,"0","Ciudad Obregon"
Ciudad Real,"0","Ciudad Real"
Ciudad Victoria,"0","Ciudad Victoria"
Ciudad del Este,"0","Ciudad del Este"
Cizre,"0","Cizre"
Claris,"0","Claris"
Clarksburg,"0","Clarksburg"
Clarksville,"0","Clarksville"
Clear Mews,"0","Clear Mews"
Clearwater,"0","Clearwater"
Clemson,"0","Clemson"
Clermont,"0","Clermont"
Clermont-Ferrand,"0","Clermont-Ferrand"
Cleveland,"0","Cleveland"
Clinton,"0","Clinton"
Cloncurry,"0","Cloncurry"
Cloudbreak,"0","Cloudbreak"
Clovis,"0","Clovis"
Club Makokola,"0","Club Makokola"
Cluj-napoca,"0","Cluj-napoca"
Clyde River,"0","Clyde River"
Coari,"0","Coari"
Coatesville,"0","Coatesville"
Coban,"0","Coban"
Cobar,"0","Cobar"
Cobija,"0","Cobija"
Coca,"0","Coca"
Cochabamba,"0","Cochabamba"
Cochrane,"0","Cochrane"
Cochstedt,"0","Cochstedt"
Cockburn Town,"0","Cockburn Town"
Coco Beach,"0","Coco Beach"
Cocoa Beach,"0","Cocoa Beach"
Coconut Island,"0","Coconut Island"
Cocos Keeling Island,"0","Cocos Keeling Island"
Codrington,"0","Codrington"
Cody,"0","Cody"
Coen,"0","Coen"
Coeur d Alene,"0","Coeur d Alene"
Coff s Harbour,"0","Coff s Harbour"
Coffeyville,"0","Coffeyville"
Cognac,"0","Cognac"
Coimbatore,"0","Coimbatore"
Colón,"0","Colón"
Cold Bay,"0","Cold Bay"
Cold Lake,"0","Cold Lake"
Coldwater,"0","Coldwater"
Colima,"0","Colima"
College Station,"0","College Station"
Colmar,"0","Colmar"
Cologne,"0","Cologne"
Colombo,"0","Colombo"
Colombus,"0","Colombus"
Colonel Hill,"0","Colonel Hill"
Colonia,"0","Colonia"
Colonsay,"0","Colonsay"
Colorado Springs,"0","Colorado Springs"
Columbia,"0","Columbia"
Columbus Mississippi,"0","Columbus Mississippi"
Columbus,"0","Columbus"
Colville Lake,"0","Colville Lake"
Comayagua,"0","Comayagua"
Comiso,"0","Comiso"
Comodoro Rivadavia,"0","Comodoro Rivadavia"
Comox,"0","Comox"
Conakry,"0","Conakry"
Conceicao Do Araguaia,"0","Conceicao Do Araguaia"
Concepcion,"0","Concepcion"
Conception,"0","Conception"
Concord NH,"0","Concord NH"
Concord,"0","Concord"
Concordia,"0","Concordia"
Condoto,"0","Condoto"
Confresa,"0","Confresa"
Coningsby,"0","Coningsby"
Connaught,"0","Connaught"
Conroe,"0","Conroe"
Conson,"0","Conson"
Constanta,"0","Constanta"
Constantine,"0","Constantine"
Constanza,"0","Constanza"
Conway,"0","Conway"
Coober Pedy,"0","Coober Pedy"
Cooch-behar,"0","Cooch-behar"
Cooinda,"0","Cooinda"
Cooktown,"0","Cooktown"
Coolangatta,"0","Coolangatta"
Cooldige,"0","Cooldige"
Cooma,"0","Cooma"
Coonabarabran,"0","Coonabarabran"
Coonamble,"0","Coonamble"
Coondewanna,"0","Coondewanna"
Copenhagen,"0","Copenhagen"
Copiapo,"0","Copiapo"
Coppermine,"0","Coppermine"
Coral Harbour,"0","Coral Harbour"
Cordele,"0","Cordele"
Cordoba,"0","Cordoba"
Cordova,"0","Cordova"
Cork,"0","Cork"
Corn Island,"0","Corn Island"
Cornwall,"0","Cornwall"
Coro,"0","Coro"
Coronation,"0","Coronation"
Corozal,"0","Corozal"
Corpus Christi,"0","Corpus Christi"
Corrientes,"0","Corrientes"
Cortez,"0","Cortez"
Corumba,"0","Corumba"
Corvallis,"0","Corvallis"
Corvo,"0","Corvo"
Cotabato,"0","Cotabato"
Coto 47,"0","Coto 47"
Cotonou,"0","Cotonou"
Cottonwood,"0","Cottonwood"
Cotulla,"0","Cotulla"
Council Bluffs,"0","Council Bluffs"
Courcheval,"0","Courcheval"
Coveñas,"0","Coveñas"
Coventry,"0","Coventry"
Cox s Bazar,"0","Cox s Bazar"
Coyhaique,"0","Coyhaique"
Cozumel,"0","Cozumel"
Craig Cove,"0","Craig Cove"
Craiova,"0","Craiova"
Cranbrook,"0","Cranbrook"
Creil,"0","Creil"
Crescent City,"0","Crescent City"
Crestview,"0","Crestview"
Criciuma,"0","Criciuma"
Cross City,"0","Cross City"
Cross Lake,"0","Cross Lake"
Crossville,"0","Crossville"
Crotone,"0","Crotone"
Cruzeiro do Sul,"0","Cruzeiro do Sul"
Crystal River,"0","Crystal River"
Crystal,"0","Crystal"
Cuamba,"0","Cuamba"
Cucuta,"0","Cucuta"
Cuddapah,"0","Cuddapah"
Cuenca,"0","Cuenca"
Cuernavaca,"0","Cuernavaca"
Cuiaba,"0","Cuiaba"
Culebra Island,"0","Culebra Island"
Culiacan,"0","Culiacan"
Cumana,"0","Cumana"
Cumberland,"0","Cumberland"
Cunagua,"0","Cunagua"
Cuneo,"0","Cuneo"
Cunnamulla,"0","Cunnamulla"
Curitiba,"0","Curitiba"
Cutbank,"0","Cutbank"
Cuxhaven,"0","Cuxhaven"
Cuyo,"0","Cuyo"
Cuzco,"0","Cuzco"
Cyclades Islands,"0","Cyclades Islands"
DALLAS,"0","DALLAS"
DHARAVANDHOO,"0","DHARAVANDHOO"
Dabaa City,"0","Dabaa City"
Daggett,"0","Daggett"
Dakar,"0","Dakar"
Dakhla,"0","Dakhla"
Dalaman,"0","Dalaman"
Dalanzadgad,"0","Dalanzadgad"
Dalat,"0","Dalat"
Dalbandin,"0","Dalbandin"
Dalhart,"0","Dalhart"
Dali,"0","Dali"
Dalian,"0","Dalian"
Dallas,"0","Dallas"
Dallas-Fort Worth,"0","Dallas-Fort Worth"
Daloa,"0","Daloa"
Dalton,"0","Dalton"
Daman,"0","Daman"
Damascus,"0","Damascus"
Dammam,"0","Dammam"
Danang,"0","Danang"
Danbury,"0","Danbury"
Dang,"0","Dang"
Danville,"0","Danville"
Dar Es Salaam,"0","Dar Es Salaam"
Darlington,"0","Darlington"
Darnley Island,"0","Darnley Island"
Daru,"0","Daru"
Darwin,"0","Darwin"
Dasht-e-naz,"0","Dasht-e-naz"
Dasoguz,"0","Dasoguz"
Datadawai-Borneo Island,"0","Datadawai-Borneo Island"
Datong,"0","Datong"
Daugavpils,"0","Daugavpils"
Dauphin,"0","Dauphin"
Davao,"0","Davao"
David,"0","David"
Davis-Woodland-Winters,"0","Davis-Woodland-Winters"
Dawadmi,"0","Dawadmi"
Dawei,"0","Dawei"
Dawson Creek,"0","Dawson Creek"
Dawson,"0","Dawson"
Dayong,"0","Dayong"
Dayton,"0","Dayton"
Daytona Beach,"0","Daytona Beach"
Dazhou,"0","Dazhou"
De Kooy,"0","De Kooy"
Dead Man s Cay,"0","Dead Man s Cay"
Deadhorse,"0","Deadhorse"
Dease Lake,"0","Dease Lake"
Deauville,"0","Deauville"
Debre Marqos,"0","Debre Marqos"
Debre Tabor,"0","Debre Tabor"
Debre Zeyit,"0","Debre Zeyit"
Debrecen,"0","Debrecen"
Decatur,"0","Decatur"
Decimomannu,"0","Decimomannu"
Deer Lake,"0","Deer Lake"
Deering,"0","Deering"
Dehra Dun,"0","Dehra Dun"
Deire Zor,"0","Deire Zor"
Del Bajio,"0","Del Bajio"
Del Rio,"0","Del Rio"
Delhi,"0","Delhi"
Deline,"0","Deline"
Dell,"0","Dell"
Delta Junction,"0","Delta Junction"
Delta,"0","Delta"
Dembidollo,"0","Dembidollo"
Deming,"0","Deming"
Deniliquin,"0","Deniliquin"
Denizli,"0","Denizli"
Denpasar,"0","Denpasar"
Denver,"0","Denver"
Dera Ghazi Khan,"0","Dera Ghazi Khan"
Dera Ismael Khan,"0","Dera Ismael Khan"
Derby,"0","Derby"
Deridder,"0","Deridder"
Des Moines,"0","Des Moines"
Desroches,"0","Desroches"
Dessie,"0","Dessie"
Destin,"0","Destin"
Detroit,"0","Detroit"
Devils Lake,"0","Devils Lake"
Devonport,"0","Devonport"
Dhahran,"0","Dhahran"
Dhaka,"0","Dhaka"
Dhanbad,"0","Dhanbad"
Dhangarhi,"0","Dhangarhi"
Diamantina,"0","Diamantina"
Diamantino,"0","Diamantino"
Dickinson,"0","Dickinson"
Dienbienphu,"0","Dienbienphu"
Digby,"0","Digby"
Dijon,"0","Dijon"
Dikson,"0","Dikson"
Dili,"0","Dili"
Dillingham,"0","Dillingham"
Dillon s Bay,"0","Dillon s Bay"
Dimapur,"0","Dimapur"
Dinard,"0","Dinard"
Dipolog,"0","Dipolog"
Dire Dawa,"0","Dire Dawa"
Diu,"0","Diu"
Divinopolis,"0","Divinopolis"
Diyabakir,"0","Diyabakir"
Djanet,"0","Djanet"
Djelfa,"0","Djelfa"
Djerba,"0","Djerba"
Djibouti,"0","Djibouti"
Dnepropetrovsk,"0","Dnepropetrovsk"
Dodge City,"0","Dodge City"
Dodoma,"0","Dodoma"
Doha,"0","Doha"
Dolbeau-St-Félicien,"0","Dolbeau-St-Félicien"
Dole,"0","Dole"
Dolpa,"0","Dolpa"
Dominica,"0","Dominica"
Donaueschingen,"0","Donaueschingen"
Doncaster Sheffield,"0","Doncaster Sheffield"
Donetsk,"0","Donetsk"
Dongloe,"0","Dongloe"
Dongola,"0","Dongola"
Dongsheng,"0","Dongsheng"
Doomadgee,"0","Doomadgee"
Dortmund,"0","Dortmund"
Dothan,"0","Dothan"
Douala,"0","Douala"
Douglas,"0","Douglas"
Dourados,"0","Dourados"
Dover,"0","Dover"
Doylestown,"0","Doylestown"
Dresden,"0","Dresden"
Drietabbetje,"0","Drietabbetje"
Drummond Island,"0","Drummond Island"
Dryden,"0","Dryden"
Du Bois,"0","Du Bois"
Dubai,"0","Dubai"
Dubbo,"0","Dubbo"
Dublin,"0","Dublin"
Dubrovnik,"0","Dubrovnik"
Dubuque IA,"0","Dubuque IA"
Duesseldorf,"0","Duesseldorf"
Dulkaninna,"0","Dulkaninna"
Duluth,"0","Duluth"
Dumaguete,"0","Dumaguete"
Dumai,"0","Dumai"
Duncan,"0","Duncan"
Dundee,"0","Dundee"
Dundo,"0","Dundo"
Dunedin,"0","Dunedin"
Dunhuang,"0","Dunhuang"
Dunk Island,"0","Dunk Island"
Dunkirk,"0","Dunkirk"
Dunnville,"0","Dunnville"
Durango,"0","Durango"
Durban,"0","Durban"
Durgapur,"0","Durgapur"
Dushanbe,"0","Dushanbe"
Duxford,"0","Duxford"
Dzaoudzi,"0","Dzaoudzi"
Dzhambul,"0","Dzhambul"
ELLIOT LAKE,"0","ELLIOT LAKE"
Eagle River,"0","Eagle River"
Eagle,"0","Eagle"
Earlton,"0","Earlton"
East London,"0","East London"
East Midlands,"0","East Midlands"
East Tawas,"0","East Tawas"
East Troy,"0","East Troy"
Easter Island,"0","Easter Island"
Eastmain River,"0","Eastmain River"
Easton,"0","Easton"
Eastover,"0","Eastover"
Eastport,"0","Eastport"
Eastsound,"0","Eastsound"
Eau Claire,"0","Eau Claire"
Ebenhofen,"0","Ebenhofen"
Ech-cheliff,"0","Ech-cheliff"
Eday,"0","Eday"
Eden Prairie,"0","Eden Prairie"
Edinburgh,"0","Edinburgh"
Edmonton,"0","Edmonton"
Edson,"0","Edson"
Edwards Afb,"0","Edwards Afb"
Eek,"0","Eek"
Egegik,"0","Egegik"
Egelsbach,"0","Egelsbach"
Egilsstadir,"0","Egilsstadir"
Eindhoven,"0","Eindhoven"
Eirunepe,"0","Eirunepe"
Ekati,"0","Ekati"
El Aaiún,"0","El Aaiún"
El Arish,"0","El Arish"
El Aroui,"0","El Aroui"
El Bagre,"0","El Bagre"
El Bolson,"0","El Bolson"
El Borma,"0","El Borma"
El Cajon,"0","El Cajon"
El Calafate,"0","El Calafate"
El Centro,"0","El Centro"
El Dorado,"0","El Dorado"
El Fasher,"0","El Fasher"
El Golea,"0","El Golea"
El Gorah,"0","El Gorah"
El Monte,"0","El Monte"
El Obeid,"0","El Obeid"
El Paso,"0","El Paso"
El Salvador,"0","El Salvador"
El Vigía,"0","El Vigía"
El dorado springs,"0","El dorado springs"
El-baha,"0","El-baha"
El-tor,"0","El-tor"
Elat,"0","Elat"
Elazig,"0","Elazig"
Elcho Island,"0","Elcho Island"
Eldoret,"0","Eldoret"
Elfin Cove,"0","Elfin Cove"
Elim,"0","Elim"
Elista,"0","Elista"
Elkhart,"0","Elkhart"
Elkins,"0","Elkins"
Elko,"0","Elko"
Ellicott,"0","Ellicott"
Elmira,"0","Elmira"
Ely,"0","Ely"
Emden,"0","Emden"
Emerald,"0","Emerald"
Emmen,"0","Emmen"
Emmonak,"0","Emmonak"
Emporia,"0","Emporia"
Ende,"0","Ende"
Endicott,"0","Endicott"
Engelhard,"0","Engelhard"
Enid,"0","Enid"
Eniwetok Atoll,"0","Eniwetok Atoll"
Enniskillen,"0","Enniskillen"
Enontekio,"0","Enontekio"
Enschede,"0","Enschede"
Ensenada,"0","Ensenada"
Enshi,"0","Enshi"
Entebbe,"0","Entebbe"
Enterprise,"0","Enterprise"
Enugu,"0","Enugu"
Epinal,"0","Epinal"
Er-rachidia,"0","Er-rachidia"
Erbil,"0","Erbil"
Erechim,"0","Erechim"
Erenhot,"0","Erenhot"
Erfurt,"0","Erfurt"
Erie,"0","Erie"
Erzincan,"0","Erzincan"
Erzurum,"0","Erzurum"
Esbjerg,"0","Esbjerg"
Escanaba,"0","Escanaba"
Esfahan,"0","Esfahan"
Eskimo Point,"0","Eskimo Point"
Eskisehir,"0","Eskisehir"
Eskissehir,"0","Eskissehir"
Esmeraldas,"0","Esmeraldas"
Esperance,"0","Esperance"
Esquel,"0","Esquel"
Essadouira,"0","Essadouira"
Essen,"0","Essen"
Estevan,"0","Estevan"
Eua Island,"0","Eua Island"
Eufala,"0","Eufala"
Eugene,"0","Eugene"
Eureka,"0","Eureka"
Evanston,"0","Evanston"
Evansville,"0","Evansville"
Everett,"0","Everett"
Exeter,"0","Exeter"
Fagernes,"0","Fagernes"
Fair Isle,"0","Fair Isle"
Fairbanks,"0","Fairbanks"
Fairfield,"0","Fairfield"
Fairford,"0","Fairford"
Faisalabad,"0","Faisalabad"
Faizabad,"0","Faizabad"
Fajardo,"0","Fajardo"
Fak Fak,"0","Fak Fak"
Fakarava,"0","Fakarava"
Faleolo,"0","Faleolo"
False Pass,"0","False Pass"
Farafangana,"0","Farafangana"
Farah,"0","Farah"
Faranah,"0","Faranah"
Fargo,"0","Fargo"
Farmington,"0","Farmington"
Farnborough,"0","Farnborough"
Faro,"0","Faro"
Farsund,"0","Farsund"
Faya-largeau,"0","Faya-largeau"
Fayetteville,"0","Fayetteville"
Fengnin,"0","Fengnin"
Fera Island,"0","Fera Island"
Fergana,"0","Fergana"
Fernando Do Noronha,"0","Fernando Do Noronha"
Fes,"0","Fes"
Fianarantsoa,"0","Fianarantsoa"
Figari,"0","Figari"
Findley,"0","Findley"
Fira,"0","Fira"
Fitchburg,"0","Fitchburg"
Fiti\\ uta,"0","Fiti\\ uta"
Fitzgerald,"0","Fitzgerald"
Fitzroy Crossing,"0","Fitzroy Crossing"
Flagler,"0","Flagler"
Flagstaff,"0","Flagstaff"
Flensburg,"0","Flensburg"
Flin Flon,"0","Flin Flon"
Flinders Island,"0","Flinders Island"
Flint,"0","Flint"
Florence,"0","Florence"
Florencia,"0","Florencia"
Flores,"0","Flores"
Floriano,"0","Floriano"
Florianopolis,"0","Florianopolis"
Floro,"0","Floro"
Foggia,"0","Foggia"
Fond du Lac,"0","Fond du Lac"
Fond-Du-Lac,"0","Fond-Du-Lac"
Fonte Boa,"0","Fonte Boa"
Forbes,"0","Forbes"
Forli,"0","Forli"
Formosa,"0","Formosa"
Fort Albany,"0","Fort Albany"
Fort Belvoir,"0","Fort Belvoir"
Fort Benning,"0","Fort Benning"
Fort Bragg,"0","Fort Bragg"
Fort Bridger,"0","Fort Bridger"
Fort Carson,"0","Fort Carson"
Fort Chipewyan,"0","Fort Chipewyan"
Fort Collins,"0","Fort Collins"
Fort Dodge,"0","Fort Dodge"
Fort Drum,"0","Fort Drum"
Fort Eustis,"0","Fort Eustis"
Fort Frances,"0","Fort Frances"
Fort Good Hope,"0","Fort Good Hope"
Fort Hood,"0","Fort Hood"
Fort Hope,"0","Fort Hope"
Fort Huachuca,"0","Fort Huachuca"
Fort Irwin,"0","Fort Irwin"
Fort Knox,"0","Fort Knox"
Fort Lauderdale,"0","Fort Lauderdale"
Fort Leavenworth,"0","Fort Leavenworth"
Fort Leonardwood,"0","Fort Leonardwood"
Fort Lewis,"0","Fort Lewis"
Fort Liard,"0","Fort Liard"
Fort Mcmurray,"0","Fort Mcmurray"
Fort Mcpherson,"0","Fort Mcpherson"
Fort Meade,"0","Fort Meade"
Fort Myers,"0","Fort Myers"
Fort Nelson,"0","Fort Nelson"
Fort Ord,"0","Fort Ord"
Fort Pierce,"0","Fort Pierce"
Fort Polk,"0","Fort Polk"
Fort Resolution,"0","Fort Resolution"
Fort Richardson,"0","Fort Richardson"
Fort Riley,"0","Fort Riley"
Fort Rucker/Ozark,"0","Fort Rucker/Ozark"
Fort Saint John,"0","Fort Saint John"
Fort Severn,"0","Fort Severn"
Fort Sill,"0","Fort Sill"
Fort Simpson,"0","Fort Simpson"
Fort Smith,"0","Fort Smith"
Fort St. James,"0","Fort St. James"
Fort Stockton,"0","Fort Stockton"
Fort Wainwright,"0","Fort Wainwright"
Fort Wayne IN,"0","Fort Wayne IN"
Fort Wayne,"0","Fort Wayne"
Fort Worth,"0","Fort Worth"
Fort Yukon,"0","Fort Yukon"
Fort-de-france,"0","Fort-de-france"
Fortaleza,"0","Fortaleza"
Fostoria,"0","Fostoria"
Foumban,"0","Foumban"
Foz Do Iguacu,"0","Foz Do Iguacu"
Franca,"0","Franca"
Franceville,"0","Franceville"
Francisco Beltrao,"0","Francisco Beltrao"
Francistown,"0","Francistown"
Frankfort,"0","Frankfort"
Frankfurt,"0","Frankfurt"
Franklin,"0","Franklin"
Fraser Island,"0","Fraser Island"
Fredericksburg,"0","Fredericksburg"
Fredericton,"0","Fredericton"
Freeport,"0","Freeport"
Freetown,"0","Freetown"
Frejus,"0","Frejus"
Fremont,"0","Fremont"
Frenchville,"0","Frenchville"
Fresno,"0","Fresno"
Friday Harbor,"0","Friday Harbor"
Friedrichshafen,"0","Friedrichshafen"
Fryeburg,"0","Fryeburg"
Fuerstenfeldbruck,"0","Fuerstenfeldbruck"
Fuerteventura,"0","Fuerteventura"
Fujeirah,"0","Fujeirah"
Fukue,"0","Fukue"
Fukuoka,"0","Fukuoka"
Fukushima,"0","Fukushima"
Fullerton,"0","Fullerton"
Funafuti,"0","Funafuti"
Funchal,"0","Funchal"
Funter Bay,"0","Funter Bay"
Futuna Island,"0","Futuna Island"
Fuyang,"0","Fuyang"
Fuyuan,"0","Fuyuan"
Fuzhou,"0","Fuzhou"
Gaberone,"0","Gaberone"
Gabes,"0","Gabes"
Gadsden,"0","Gadsden"
Gafsa,"0","Gafsa"
Gainesville,"0","Gainesville"
Gaithersburg,"0","Gaithersburg"
Galapagos,"0","Galapagos"
Galcaio,"0","Galcaio"
Galena,"0","Galena"
Galesburg,"0","Galesburg"
Galion,"0","Galion"
Gallivare,"0","Gallivare"
Gallup,"0","Gallup"
Galoya,"0","Galoya"
Galveston,"0","Galveston"
Galway,"0","Galway"
Gamètì,"0","Gamètì"
Gambell,"0","Gambell"
Gambella,"0","Gambella"
Gan Island,"0","Gan Island"
Gander,"0","Gander"
Ganges,"0","Ganges"
Ganja,"0","Ganja"
Ganzhou,"0","Ganzhou"
Gao,"0","Gao"
Garden City,"0","Garden City"
Garissa,"0","Garissa"
Garoua,"0","Garoua"
Gary,"0","Gary"
Garzón,"0","Garzón"
Gasan,"0","Gasan"
Gaspe,"0","Gaspe"
Gassim,"0","Gassim"
Gatineau,"0","Gatineau"
Gaua Island,"0","Gaua Island"
Gavle,"0","Gavle"
Gaya,"0","Gaya"
Gayndah,"0","Gayndah"
Gaza,"0","Gaza"
Gaziantep,"0","Gaziantep"
Gbadolite,"0","Gbadolite"
Gbangbatok,"0","Gbangbatok"
Gdansk,"0","Gdansk"
Gdynia,"0","Gdynia"
Geelong,"0","Geelong"
Geilenkirchen,"0","Geilenkirchen"
Gelendzhik,"0","Gelendzhik"
Gelephu,"0","Gelephu"
Gemena,"0","Gemena"
Geneina,"0","Geneina"
Geneva,"0","Geneva"
Genoa,"0","Genoa"
George,"0","George"
Georgetown,"0","Georgetown"
Geralds,"0","Geralds"
Geraldton,"0","Geraldton"
Gerona,"0","Gerona"
Ghadames,"0","Ghadames"
Ghanzi,"0","Ghanzi"
Ghardaia,"0","Ghardaia"
Ghat,"0","Ghat"
Ghriss,"0","Ghriss"
Gibraltar,"0","Gibraltar"
Giebelstadt,"0","Giebelstadt"
Gila Bend,"0","Gila Bend"
Gilgit,"0","Gilgit"
Gillam,"0","Gillam"
Gillette,"0","Gillette"
Gimli,"0","Gimli"
Girua,"0","Girua"
Gisborne,"0","Gisborne"
Gisenyi,"0","Gisenyi"
Gizan,"0","Gizan"
Gizo,"0","Gizo"
Gjoa Haven,"0","Gjoa Haven"
Gjogur,"0","Gjogur"
Gladstone,"0","Gladstone"
Gladwin,"0","Gladwin"
Glasgow,"0","Glasgow"
Glen Innes,"0","Glen Innes"
Glendale,"0","Glendale"
Glendive,"0","Glendive"
Goa,"0","Goa"
Goba,"0","Goba"
Gobernador Gregores,"0","Gobernador Gregores"
Gode,"0","Gode"
Goderich,"0","Goderich"
Gods Lake Narrows,"0","Gods Lake Narrows"
Gods River,"0","Gods River"
Godthaab,"0","Godthaab"
Goiania,"0","Goiania"
Golden,"0","Golden"
Goldsboro,"0","Goldsboro"
Golfito,"0","Golfito"
Golmud,"0","Golmud"
Golouchestershire,"0","Golouchestershire"
Golovin,"0","Golovin"
Goma,"0","Goma"
Gomel,"0","Gomel"
Gondar,"0","Gondar"
Goodland,"0","Goodland"
Goose Bay,"0","Goose Bay"
Gorakhpur,"0","Gorakhpur"
Gore Bay,"0","Gore Bay"
Gore,"0","Gore"
Gorgan,"0","Gorgan"
Gorna Orechovica,"0","Gorna Orechovica"
Gorno-Altaysk,"0","Gorno-Altaysk"
Goroka,"0","Goroka"
Gorontalo,"0","Gorontalo"
Gothenborg,"0","Gothenborg"
Goulburn,"0","Goulburn"
Gove,"0","Gove"
Governador Valadares,"0","Governador Valadares"
Governor s Harbor,"0","Governor s Harbor"
Gozo,"0","Gozo"
Grímsey,"0","Grímsey"
Graciosa Island,"0","Graciosa Island"
Grafton,"0","Grafton"
Gran Canaria,"0","Gran Canaria"
Granada,"0","Granada"
Grand Bourg,"0","Grand Bourg"
Grand Canyon,"0","Grand Canyon"
Grand Forks,"0","Grand Forks"
Grand Island,"0","Grand Island"
Grand Junction,"0","Grand Junction"
Grand Marais,"0","Grand Marais"
Grand Rapids MN,"0","Grand Rapids MN"
Grand Rapids,"0","Grand Rapids"
Grande Anse,"0","Grande Anse"
Grande Prairie,"0","Grande Prairie"
Grant County Airport,"0","Grant County Airport"
Grants,"0","Grants"
Granville,"0","Granville"
Graz,"0","Graz"
Great Bend,"0","Great Bend"
Great Exuma,"0","Great Exuma"
Great Falls,"0","Great Falls"
Great Keppel Island,"0","Great Keppel Island"
Greeley,"0","Greeley"
Green Bay,"0","Green Bay"
Green Island,"0","Green Island"
Greensboro,"0","Greensboro"
Greenvile,"0","Greenvile"
Greenville,"0","Greenville"
Greenwood,"0","Greenwood"
Grenoble,"0","Grenoble"
Griffith,"0","Griffith"
Grise Fiord,"0","Grise Fiord"
Groningen,"0","Groningen"
Groote Eylandt,"0","Groote Eylandt"
Grootfontein,"0","Grootfontein"
Grosseto,"0","Grosseto"
Groton CT,"0","Groton CT"
Grottaglie,"0","Grottaglie"
Grove,"0","Grove"
Grozny,"0","Grozny"
Guadalajara,"0","Guadalajara"
Gualeguaychu,"0","Gualeguaychu"
Guanaja,"0","Guanaja"
Guanambi,"0","Guanambi"
Guanare,"0","Guanare"
Guanghua,"0","Guanghua"
Guangyuan,"0","Guangyuan"
Guangzhou,"0","Guangzhou"
Guantanamo,"0","Guantanamo"
Guapi,"0","Guapi"
Guapiles,"0","Guapiles"
Guarapari,"0","Guarapari"
Guarapuava,"0","Guarapuava"
Guatemala City,"0","Guatemala City"
Guayana,"0","Guayana"
Guayaquil,"0","Guayaquil"
Guayaramerín,"0","Guayaramerín"
Guaymas,"0","Guaymas"
Guemar,"0","Guemar"
Guernsey,"0","Guernsey"
Guerrero Negro,"0","Guerrero Negro"
Guetersloh,"0","Guetersloh"
Guilin,"0","Guilin"
Guiria,"0","Guiria"
Guiyang,"0","Guiyang"
Gulf Shores,"0","Gulf Shores"
Gulfport,"0","Gulfport"
Gulkana,"0","Gulkana"
Gulu,"0","Gulu"
Gunnison,"0","Gunnison"
Gunung Sitoli,"0","Gunung Sitoli"
Guriat,"0","Guriat"
